tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
China Smash 2024 Presented by Zhonghui Life,2024-09-26,LEVENKO Andreas,KOJIC Frane,3,1,"11,11,6,11|6,9,11,4",QR1,GRAND_SLAM,MS,2942,Qualification,LEVENKO Andreas (AUT),KOJIC Frane (CRO)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,MATSUSHIMA Sora/HARIMOTO Miwa,ISHIY Vitor/TAKAHASHI Bruna,3,2,"11,9,11,10,11|4,11,4,12,3",R32,GRAND_SLAM,XD,2942,Main Draw,MATSUSHIMA Sora/HARIMOTO Miwa (JPN),ISHIY Vitor/TAKAHASHI Bruna (BRA)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,TOGAMI Shunsuke,LIM Jonghoon,3,1,"8,11,11,11|11,8,3,7",R64,GRAND_SLAM,MS,2942,Main Draw,TOGAMI Shunsuke (JPN),LIM Jonghoon (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,KAO Cheng-Jui,GAUZY Simon,3,2,"5,11,11,8,11|11,9,7,11,7",R64,GRAND_SLAM,MS,2942,Main Draw,KAO Cheng-Jui (TPE),GAUZY Simon (FRA)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,YUAN Jia Nan,PICCOLIN Giorgia,3,2,"11,10,11,6,11|6,12,8,11,8",R64,GRAND_SLAM,WS,2942,Main Draw,YUAN Jia Nan (FRA),PICCOLIN Giorgia (ITA)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,XIANG Peng,LUM Nicholas,3,0,"11,11,11|6,3,6",R64,GRAND_SLAM,MS,2942,Main Draw,XIANG Peng (CHN),LUM Nicholas (AUS)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,WANG Xiaotong,JOO Cheonhui,3,1,"7,11,11,11|11,9,3,2",R64,GRAND_SLAM,WS,2942,Main Draw,WANG Xiaotong (CHN),JOO Cheonhui (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,FAN Siqi,WANG Yidi,3,2,"11,11,7,7,11|9,9,11,11,7",R64,GRAND_SLAM,WS,2942,Main Draw,FAN Siqi (CHN),WANG Yidi (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,ITO Mima,BATRA Manika,3,0,"11,11,11|3,9,9",R64,GRAND_SLAM,WS,2942,Main Draw,ITO Mima (JPN),BATRA Manika (IND)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,LUU Finn,ROBLES Alvaro,3,1,"13,4,12,11|11,11,10,7",R64,GRAND_SLAM,MS,2942,Main Draw,LUU Finn (AUS),ROBLES Alvaro (ESP)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,ASSAR Omar,DUDA Benedikt,3,2,"15,11,11,6,11|17,6,7,11,9",R64,GRAND_SLAM,MS,2942,Main Draw,ASSAR Omar (EGY),DUDA Benedikt (GER)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,WANG Chuqin,SHINOZUKA Hiroto,3,0,"11,11,11|6,3,6",R64,GRAND_SLAM,MS,2942,Main Draw,WANG Chuqin (CHN),SHINOZUKA Hiroto (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,MOREGARD Truls,YOSHIMURA Maharu,3,0,"12,12,11|10,10,7",R64,GRAND_SLAM,MS,2942,Main Draw,MOREGARD Truls (SWE),YOSHIMURA Maharu (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,CHENG I-Ching,LIU Yangzi,3,0,"11,11,11|7,7,9",R64,GRAND_SLAM,WS,2942,Main Draw,CHENG I-Ching (TPE),LIU Yangzi (AUS)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,HIRANO Miu,AKULA Sreeja,3,0,"12,11,11|10,4,5",R64,GRAND_SLAM,WS,2942,Main Draw,HIRANO Miu (JPN),AKULA Sreeja (IND)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,POLCANOVA Sofia,KIHARA Miyuu,3,2,"8,11,7,12,11|11,9,11,10,7",R64,GRAND_SLAM,WS,2942,Main Draw,POLCANOVA Sofia (AUT),KIHARA Miyuu (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,CHEN Szu-Yu,GODA Hana,3,1,"11,11,9,11|8,7,11,8",R64,GRAND_SLAM,WS,2942,Main Draw,CHEN Szu-Yu (TPE),GODA Hana (EGY)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,LIND Anders,PUCAR Tomislav,3,2,"11,10,6,11,11|7,12,11,9,5",R64,GRAND_SLAM,MS,2942,Main Draw,LIND Anders (DEN),PUCAR Tomislav (CRO)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,XUE Fei/QIAN Tianyi,MLADENOVIC Luka/NI Xia Lian,3,1,"11,11,11,17|8,13,9,15",R32,GRAND_SLAM,XD,2942,Main Draw,XUE Fei/QIAN Tianyi (CHN),MLADENOVIC Luka/NI Xia Lian (LUX)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,BURGOS Nicolas/VEGA Paulina,MADRID Marcos/COSSIO ACEVES Arantxa,3,2,"11,9,11,7,11|5,11,7,11,3",R32,GRAND_SLAM,XD,2942,Main Draw,BURGOS Nicolas/VEGA Paulina (CHI),MADRID Marcos/COSSIO ACEVES Arantxa (MEX)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,XIANG Peng/LIU Weishan,ABDEL-AZIZ Youssef/ALHODABY Mariam,3,0,"11,11,11|6,1,7",R32,GRAND_SLAM,XD,2942,Main Draw,XIANG Peng/LIU Weishan (CHN),ABDEL-AZIZ Youssef/ALHODABY Mariam (EGY)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,TEODORO Guilherme/KUKULKOVA Tatiana,JOUTI Eric/LUPULESKU Izabela,3,1,"12,7,11,11|10,11,9,5",R32,GRAND_SLAM,XD,2942,Main Draw,TEODORO Guilherme/KUKULKOVA Tatiana (BRA/SVK),JOUTI Eric/LUPULESKU Izabela (BRA/SRB)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,YUAN Licen/SHI Xunyao,PITCHFORD Liam/HURSEY Anna,3,2,"11,11,6,3,11|5,6,11,11,4",R32,GRAND_SLAM,XD,2942,Main Draw,YUAN Licen/SHI Xunyao (CHN),PITCHFORD Liam/HURSEY Anna (ENG/WAL)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,ARUNA Quadri,OLAH Benedek,3,1,"11,11,12,11|13,5,10,7",R64,GRAND_SLAM,MS,2942,Main Draw,ARUNA Quadri (NGR),OLAH Benedek (FIN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,KIM Nayeong,ZHANG Lily,3,0,"11,11,11|6,3,4",R64,GRAND_SLAM,WS,2942,Main Draw,KIM Nayeong (KOR),ZHANG Lily (USA)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,KALLBERG Anton,LIN Yun-Ju,3,2,"11,11,6,5,11|3,4,11,11,9",R64,GRAND_SLAM,MS,2942,Main Draw,KALLBERG Anton (SWE),LIN Yun-Ju (TPE)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,KUAI Man,SAMARA Elizabeta,3,0,"11,11,13|7,7,11",R64,GRAND_SLAM,WS,2942,Main Draw,KUAI Man (CHN),SAMARA Elizabeta (ROU)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,AN Jaehyun,CHO Daeseong,3,1,"11,11,3,11|9,9,11,9",R64,GRAND_SLAM,MS,2942,Main Draw,AN Jaehyun (KOR),CHO Daeseong (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,LIN Shidong,BURGOS Nicolas,3,1,"7,11,11,11|11,3,3,4",R64,GRAND_SLAM,MS,2942,Main Draw,LIN Shidong (CHN),BURGOS Nicolas (CHI)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,XUE Fei,LY Edward,3,0,"11,11,11|3,6,6",R64,GRAND_SLAM,MS,2942,Main Draw,XUE Fei (CHN),LY Edward (CAN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,NI Xia Lian,CHIEN Tung-Chuan,3,0,"11,11,11|7,8,7",R64,GRAND_SLAM,WS,2942,Main Draw,NI Xia Lian (LUX),CHIEN Tung-Chuan (TPE)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,EERLAND Britt,SHAO Jieni,3,2,"11,10,11,6,11|7,12,7,11,4",R64,GRAND_SLAM,WS,2942,Main Draw,EERLAND Britt (NED),SHAO Jieni (POR)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,HE Zhuojia,HARIMOTO Miwa,3,0,"11,11,11|9,2,2",R64,GRAND_SLAM,WS,2942,Main Draw,HE Zhuojia (CHN),HARIMOTO Miwa (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,LIU Weishan,QIAN Tianyi,3,2,"11,11,10,5,14|9,7,12,11,12",R64,GRAND_SLAM,WS,2942,Main Draw,LIU Weishan (CHN),QIAN Tianyi (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,MATSUSHIMA Sora,GERASSIMENKO Kirill,3,0,"11,11,11|7,6,3",R64,GRAND_SLAM,MS,2942,Main Draw,MATSUSHIMA Sora (JPN),GERASSIMENKO Kirill (KAZ)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,HARIMOTO Tomokazu,WONG Chun Ting,3,1,"11,9,11,11|6,11,7,9",R64,GRAND_SLAM,MS,2942,Main Draw,HARIMOTO Tomokazu (JPN),WONG Chun Ting (HKG)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,LEBRUN Felix,REDZIMSKI Milosz,3,1,"6,11,11,12|11,6,2,10",R64,GRAND_SLAM,MS,2942,Main Draw,LEBRUN Felix (FRA),REDZIMSKI Milosz (POL)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,MORI Sakura,PARANANG Orawan,3,0,"11,11,11|2,7,2",R64,GRAND_SLAM,WS,2942,Main Draw,MORI Sakura (JPN),PARANANG Orawan (THA)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,SUN Yingsha,BAJOR Natalia,3,0,"11,11,11|7,1,8",R64,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),BAJOR Natalia (POL)
China Smash 2024 Presented by Zhonghui Life,2024-09-29,PANG Koen/CHEN Szu-Yu,LUU Finn/LIU Yangzi,3,0,"11,11,11|5,9,7",R32,GRAND_SLAM,XD,2942,Main Draw,PANG Koen/CHEN Szu-Yu (SGP/TPE),LUU Finn/LIU Yangzi (AUS)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,OVTCHAROV Dimitrij,OH Junsung,3,2,"11,11,11,6,11|7,13,9,11,3",R64,GRAND_SLAM,MS,2942,Main Draw,OVTCHAROV Dimitrij (GER),OH Junsung (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,MUKHERJEE Ayhika/MUKHERJEE Sutirtha,CHEN Szu-Yu/LEE Ho Ching,3,0,"11,11,11|9,4,9",R32,GRAND_SLAM,WD,2942,Main Draw,MUKHERJEE Ayhika/MUKHERJEE Sutirtha (IND),CHEN Szu-Yu/LEE Ho Ching (TPE/HKG)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,KUBIK Maciej/REDZIMSKI Milosz,PUCAR Tomislav/JORGIC Darko,3,0,"11,11,14|8,8,12",R32,GRAND_SLAM,MD,2942,Main Draw,KUBIK Maciej/REDZIMSKI Milosz (POL),PUCAR Tomislav/JORGIC Darko (CRO/SLO)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,SHAN Xiaona,SZOCS Bernadette,3,1,"12,8,11,11|10,11,1,8",R64,GRAND_SLAM,WS,2942,Main Draw,SHAN Xiaona (GER),SZOCS Bernadette (ROU)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,DOO Hoi Kem,BERGSTROM Linda,3,2,"11,11,8,10,14|8,6,11,12,12",R64,GRAND_SLAM,WS,2942,Main Draw,DOO Hoi Kem (HKG),BERGSTROM Linda (SWE)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,LEE Eunhye,SAWETTABUT Suthasini,3,0,"11,12,11|4,10,4",R64,GRAND_SLAM,WS,2942,Main Draw,LEE Eunhye (KOR),SAWETTABUT Suthasini (THA)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,QIN Yuxuan,PAVADE Prithika,3,0,"11,11,11|9,3,9",R64,GRAND_SLAM,WS,2942,Main Draw,QIN Yuxuan (CHN),PAVADE Prithika (FRA)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,XU Yingbin,TANAKA Yuta,3,1,"8,11,11,11|11,7,4,7",R64,GRAND_SLAM,MS,2942,Main Draw,XU Yingbin (CHN),TANAKA Yuta (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,EL-BEIALI Mohamed,IONESCU Ovidiu,3,1,"13,11,5,11|11,5,11,8",R64,GRAND_SLAM,MS,2942,Main Draw,EL-BEIALI Mohamed (EGY),IONESCU Ovidiu (ROU)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,MA Long,PITCHFORD Liam,3,0,"11,11,11|5,8,7",R64,GRAND_SLAM,MS,2942,Main Draw,MA Long (CHN),PITCHFORD Liam (ENG)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,LEE Sang Su,YUAN Licen,3,2,"10,11,14,2,11|12,6,12,11,9",R64,GRAND_SLAM,MS,2942,Main Draw,LEE Sang Su (KOR),YUAN Licen (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,NAGASAKI Miyu,JEON Jihee,3,0,"12,11,11|10,9,7",R64,GRAND_SLAM,WS,2942,Main Draw,NAGASAKI Miyu (JPN),JEON Jihee (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,SAREEN Aditya,ACHANTA Sharath Kamal,3,1,"9,15,14,11|11,13,12,9",R64,GRAND_SLAM,MS,2942,Main Draw,SAREEN Aditya (AUS),ACHANTA Sharath Kamal (IND)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,CHEN Xingtong,JEE Minhyung,3,0,"11,11,11|5,5,3",R64,GRAND_SLAM,WS,2942,Main Draw,CHEN Xingtong (CHN),JEE Minhyung (AUS)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,GROTH Jonathan,FALCK Mattias,3,2,"9,11,11,9,11|11,5,8,11,7",R64,GRAND_SLAM,MS,2942,Main Draw,GROTH Jonathan (DEN),FALCK Mattias (SWE)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,ZHU Chengzhu,ALHODABY Mariam,3,1,"11,11,9,11|5,6,11,8",R64,GRAND_SLAM,WS,2942,Main Draw,ZHU Chengzhu (HKG),ALHODABY Mariam (EGY)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,CALDERANO Hugo,LEBRUN Alexis,3,0,"11,11,13|7,9,11",R64,GRAND_SLAM,MS,2942,Main Draw,CALDERANO Hugo (BRA),LEBRUN Alexis (FRA)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,TAKAHASHI Bruna,YANG Xiaoxin,3,0,"11,11,11|7,8,8",R64,GRAND_SLAM,WS,2942,Main Draw,TAKAHASHI Bruna (BRA),YANG Xiaoxin (MON)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,CHEN Yi/XU Yi,LUTZ Charlotte/LUTZ Camille,3,0,"11,11,12|9,4,10",R32,GRAND_SLAM,WD,2942,Main Draw,CHEN Yi/XU Yi (CHN),LUTZ Charlotte/LUTZ Camille (FRA)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,PISTEJ Lubomir/KALLBERG Anton,LUM Nicholas/LUU Finn,3,0,"11,12,11|6,10,8",R32,GRAND_SLAM,MD,2942,Main Draw,PISTEJ Lubomir/KALLBERG Anton (SVK/SWE),LUM Nicholas/LUU Finn (AUS)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,HARIMOTO Miwa/KIHARA Miyuu,POLCANOVA Sofia/SZOCS Bernadette,3,1,"11,5,11,11|9,11,5,3",R32,GRAND_SLAM,WD,2942,Main Draw,HARIMOTO Miwa/KIHARA Miyuu (JPN),POLCANOVA Sofia/SZOCS Bernadette (AUT/ROU)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,XU Yingbin/HUANG Youzheng,ISHIY Vitor/TEODORO Guilherme,3,1,"9,11,11,11|11,6,3,8",R32,GRAND_SLAM,MD,2942,Main Draw,XU Yingbin/HUANG Youzheng (CHN),ISHIY Vitor/TEODORO Guilherme (BRA)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,LIN Gaoyuan,ALAMIYAN Noshad,3,1,"14,11,11,11|16,8,9,7",R64,GRAND_SLAM,MS,2942,Main Draw,LIN Gaoyuan (CHN),ALAMIYAN Noshad (IRI)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,SUH Hyo Won,DIAZ Adriana,3,1,"11,6,11,11|2,11,9,8",R64,GRAND_SLAM,WS,2942,Main Draw,SUH Hyo Won (KOR),DIAZ Adriana (PUR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,HUANG Yi-Hua,XIAO Maria,3,2,"11,11,9,8,12|6,2,11,11,10",R64,GRAND_SLAM,WS,2942,Main Draw,HUANG Yi-Hua (TPE),XIAO Maria (ESP)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,JORGIC Darko,MENGEL Steffen,3,0,"11,11,11|9,6,6",R64,GRAND_SLAM,MS,2942,Main Draw,JORGIC Darko (SLO),MENGEL Steffen (GER)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,ZENG Jian,LAM Yee Lok,3,1,"11,6,11,11|9,11,3,9",R64,GRAND_SLAM,WS,2942,Main Draw,ZENG Jian (SGP),LAM Yee Lok (HKG)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,ZHOU Qihao,FREITAS Marcos,3,2,"11,11,6,10,11|8,5,11,12,5",R64,GRAND_SLAM,MS,2942,Main Draw,ZHOU Qihao (CHN),FREITAS Marcos (POR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,WANG Manyu,SHI Xunyao,3,1,"11,11,9,12|7,8,11,10",R64,GRAND_SLAM,WS,2942,Main Draw,WANG Manyu (CHN),SHI Xunyao (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,LIAO Cheng-Ting,JANG Woojin,3,2,"10,5,11,11,11|12,11,8,6,9",R64,GRAND_SLAM,MS,2942,Main Draw,LIAO Cheng-Ting (TPE),JANG Woojin (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,CHEN Yuanyu,FENG Yi-Hsin,3,2,"10,12,8,12,11|12,10,11,10,7",R64,GRAND_SLAM,MS,2942,Main Draw,CHEN Yuanyu (CHN),FENG Yi-Hsin (TPE)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,WINTER Sabine,KALLBERG Christina,3,1,"6,13,12,11|11,11,10,4",R64,GRAND_SLAM,WS,2942,Main Draw,WINTER Sabine (GER),KALLBERG Christina (SWE)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,ZHANG Mo,LEE Zion,3,1,"11,8,11,11|8,11,5,8",R64,GRAND_SLAM,WS,2942,Main Draw,ZHANG Mo (CAN),LEE Zion (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,LIANG Jingkun,XU Haidong,3,0,"11,17,11|4,15,8",R64,GRAND_SLAM,MS,2942,Main Draw,LIANG Jingkun (CHN),XU Haidong (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,ZENG Beixun,THAKKAR Manav Vikash,3,0,"11,11,11|9,9,8",R64,GRAND_SLAM,MS,2942,Main Draw,ZENG Beixun (CHN),THAKKAR Manav Vikash (IND)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,FRANZISKA Patrick,WANG Yang,3,1,"11,11,11,11|13,1,7,6",R64,GRAND_SLAM,MS,2942,Main Draw,FRANZISKA Patrick (GER),WANG Yang (SVK)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,ZONG Geman,YU Fu,3,0,"11,11,11|6,6,7",R64,GRAND_SLAM,WS,2942,Main Draw,ZONG Geman (CHN),YU Fu (POR)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,CHEN Yi,MATELOVA Hana,3,0,"11,13,11|5,11,5",R64,GRAND_SLAM,WS,2942,Main Draw,CHEN Yi (CHN),MATELOVA Hana (CZE)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,LORENZO Santiago/SAREEN Aditya,KIM Taehyun/DANI Mudit,3,0,"12,11,11|10,8,4",R32,GRAND_SLAM,MD,2942,Main Draw,LORENZO Santiago/SAREEN Aditya (ARG/AUS),KIM Taehyun/DANI Mudit (MLT/IND)
China Smash 2024 Presented by Zhonghui Life,2024-09-30,DOO Hoi Kem/LIU Yangzi,JEE Minhyung/HURSEY Anna,3,0,"11,11,11|8,2,7",R32,GRAND_SLAM,WD,2942,Main Draw,DOO Hoi Kem/LIU Yangzi (HKG/AUS),JEE Minhyung/HURSEY Anna (AUS/WAL)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIN Shidong/KUAI Man,MATSUSHIMA Sora/HARIMOTO Miwa,3,0,"12,11,11|10,4,6",R16,GRAND_SLAM,XD,2942,Main Draw,LIN Shidong/KUAI Man (CHN),MATSUSHIMA Sora/HARIMOTO Miwa (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIND Anders,WANG Chuqin,3,1,"13,9,11,11|11,11,6,7",R32,GRAND_SLAM,MS,2942,Main Draw,LIND Anders (DEN),WANG Chuqin (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,IONESCU Ovidiu/SZOCS Bernadette,QUEK Izaac/ZENG Jian,3,0,"11,11,12|7,8,10",R16,GRAND_SLAM,XD,2942,Main Draw,IONESCU Ovidiu/SZOCS Bernadette (ROU),QUEK Izaac/ZENG Jian (SGP)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,WANG Xiaotong,POLCANOVA Sofia,3,1,"11,14,8,11|4,12,11,4",R32,GRAND_SLAM,WS,2942,Main Draw,WANG Xiaotong (CHN),POLCANOVA Sofia (AUT)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,GARDOS Robert/HABESOHN Daniel,EL-BEIALI Mohamed/ABDEL-AZIZ Youssef,3,0,"11,11,11|3,7,8",R32,GRAND_SLAM,MD,2942,Main Draw,GARDOS Robert/HABESOHN Daniel (AUT),EL-BEIALI Mohamed/ABDEL-AZIZ Youssef (EGY)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,MORI Sakura,YUAN Jia Nan,3,2,"10,11,13,6,14|12,4,11,11,12",R32,GRAND_SLAM,WS,2942,Main Draw,MORI Sakura (JPN),YUAN Jia Nan (FRA)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,ZHOU Qihao/CHEN Yuanyu,ALLEGRO Martin/PITCHFORD Liam,3,2,"11,6,19,9,12|9,11,17,11,10",R32,GRAND_SLAM,MD,2942,Main Draw,ZHOU Qihao/CHEN Yuanyu (CHN),ALLEGRO Martin/PITCHFORD Liam (BEL/ENG)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KAO Cheng-Jui,TOGAMI Shunsuke,3,1,"11,13,5,11|6,11,11,8",R32,GRAND_SLAM,MS,2942,Main Draw,KAO Cheng-Jui (TPE),TOGAMI Shunsuke (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,XIANG Peng,ASSAR Omar,3,1,"11,8,12,11|5,11,10,7",R32,GRAND_SLAM,MS,2942,Main Draw,XIANG Peng (CHN),ASSAR Omar (EGY)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,QIN Yuxuan/ZONG Geman,LEE Eunhye/JEON Jihee,3,0,"11,11,11|8,3,7",R32,GRAND_SLAM,WD,2942,Main Draw,QIN Yuxuan/ZONG Geman (CHN),LEE Eunhye/JEON Jihee (KOR)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIU Weishan,CHEN Szu-Yu,3,0,"12,11,11|10,4,3",R32,GRAND_SLAM,WS,2942,Main Draw,LIU Weishan (CHN),CHEN Szu-Yu (TPE)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KIM Nayeong/NAGASAKI Miyu,KAUFMANN Annett/WINTER Sabine,3,0,"11,11,14|4,6,12",R32,GRAND_SLAM,WD,2942,Main Draw,KIM Nayeong/NAGASAKI Miyu (KOR/JPN),KAUFMANN Annett/WINTER Sabine (GER)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,ITO Mima,NI Xia Lian,3,0,"11,11,11|7,2,5",R32,GRAND_SLAM,WS,2942,Main Draw,ITO Mima (JPN),NI Xia Lian (LUX)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LEBRUN Felix,LUU Finn,3,0,"11,11,11|5,4,2",R32,GRAND_SLAM,MS,2942,Main Draw,LEBRUN Felix (FRA),LUU Finn (AUS)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,XUE Fei/QIAN Tianyi,SHAH Manush Utpalbhai/CHITALE Diya Parag,3,0,"11,11,11|4,6,4",R16,GRAND_SLAM,XD,2942,Main Draw,XUE Fei/QIAN Tianyi (CHN),SHAH Manush Utpalbhai/CHITALE Diya Parag (IND)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KARLSSON Kristian/KALLBERG Christina,BURGOS Nicolas/VEGA Paulina,3,0,"11,11,11|5,8,5",R16,GRAND_SLAM,XD,2942,Main Draw,KARLSSON Kristian/KALLBERG Christina (SWE),BURGOS Nicolas/VEGA Paulina (CHI)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,LIN Gaoyuan/WANG Yidi,TEODORO Guilherme/KUKULKOVA Tatiana,3,0,"11,11,11|8,4,5",R16,GRAND_SLAM,XD,2942,Main Draw,LIN Gaoyuan/WANG Yidi (CHN),TEODORO Guilherme/KUKULKOVA Tatiana (BRA/SVK)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,SUN Yingsha,KUAI Man,3,1,"8,11,11,11|11,6,6,4",R32,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),KUAI Man (CHN)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,YUAN Licen/SHI Xunyao,GARDOS Robert/POLCANOVA Sofia,3,2,"11,12,11,8,11|4,14,6,11,6",R16,GRAND_SLAM,XD,2942,Main Draw,YUAN Licen/SHI Xunyao (CHN),GARDOS Robert/POLCANOVA Sofia (AUT)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,MOREGARD Truls,MATSUSHIMA Sora,3,2,"11,9,5,11,11|5,11,11,9,4",R32,GRAND_SLAM,MS,2942,Main Draw,MOREGARD Truls (SWE),MATSUSHIMA Sora (JPN)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,BURGOS Nicolas/GOMEZ Gustavo,QUEK Izaac/PANG Koen,3,2,"11,7,11,8,11|7,11,7,11,7",R32,GRAND_SLAM,MD,2942,Main Draw,BURGOS Nicolas/GOMEZ Gustavo (CHI),QUEK Izaac/PANG Koen (SGP)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,HARIMOTO Tomokazu,EL-BEIALI Mohamed,3,0,"11,11,11|4,5,8",R32,GRAND_SLAM,MS,2942,Main Draw,HARIMOTO Tomokazu (JPN),EL-BEIALI Mohamed (EGY)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KAO Cheng-Jui/HUANG Yan-Cheng,YIU Kwan To/CHAN Baldwin,3,2,"13,11,12,11,11|15,13,10,9,7",R32,GRAND_SLAM,MD,2942,Main Draw,KAO Cheng-Jui/HUANG Yan-Cheng (TPE),YIU Kwan To/CHAN Baldwin (HKG)
China Smash 2024 Presented by Zhonghui Life,2024-10-01,KIM Nayeong,HIRANO Miu,3,2,"10,13,13,11,11|12,15,11,9,7",R32,GRAND_SLAM,WS,2942,Main Draw,KIM Nayeong (KOR),HIRANO Miu (JPN)
