tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Table Tennis Championships Shanghai 2005,2005-04-30,WANG Liqin,MGOQI Nombulelo,4,1,"11,11,11,9,11|8,8,5,11,8",R128,WORLD_CHAMPIONSHIPS,MS,948,Main Draw,WANG Liqin (CHN),MGOQI Nombulelo (RSA),WANG Liqin
World Table Tennis Championships Shanghai 2005,2005-04-30,ROSTE Martin,AL-AWAMI Aman,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,ROSTE Martin (NOR),AL-AWAMI Aman (KSA),ROSTE Martin
World Table Tennis Championships Shanghai 2005,2005-04-30,TAKAKIWA Taku,AL-AWAMI Aman,4,0,,5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TAKAKIWA Taku (JPN),AL-AWAMI Aman (KSA),TAKAKIWA Taku
World Table Tennis Championships Shanghai 2005,2005-04-30,GRIGOREV Artur,SHIRIEV Timur,4,0,"11,11,11,11|3,4,4,3",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GRIGOREV Artur (RUS),SHIRIEV Timur (UZB),GRIGOREV Artur
World Table Tennis Championships Shanghai 2005,2005-04-30,AGUILAR David-Fernando,FURMAN Juri,4,0,,QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AGUILAR David-Fernando (CRC),FURMAN Juri (ISR),AGUILAR David-Fernando
World Table Tennis Championships Shanghai 2005,2005-04-30,GRIGOREV Artur,FURMAN Juri,4,0,,3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GRIGOREV Artur (RUS),FURMAN Juri (ISR),GRIGOREV Artur
World Table Tennis Championships Shanghai 2005,2005-04-30,SHIRIEV Timur,AGUILAR David-Fernando,4,0,"11,11,11,11|3,5,3,6",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SHIRIEV Timur (UZB),AGUILAR David-Fernando (CRC),SHIRIEV Timur
World Table Tennis Championships Shanghai 2005,2005-04-30,GRIGOREV Artur,AGUILAR David-Fernando,4,0,"11,11,11,11|1,3,1,4",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GRIGOREV Artur (RUS),AGUILAR David-Fernando (CRC),GRIGOREV Artur
World Table Tennis Championships Shanghai 2005,2005-04-30,SHIRIEV Timur,FURMAN Juri,4,0,,6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SHIRIEV Timur (UZB),FURMAN Juri (ISR),SHIRIEV Timur
World Table Tennis Championships Shanghai 2005,2005-04-30,JENKINS Ryan,SILVA Artur,4,0,"11,11,11,11|5,9,5,9",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,JENKINS Ryan (WAL),SILVA Artur (POR),JENKINS Ryan
World Table Tennis Championships Shanghai 2005,2005-04-30,SUKHEE Galbadrakh,BOLA Christian,4,0,,QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SUKHEE Galbadrakh (MGL),BOLA Christian (COD),SUKHEE Galbadrakh
World Table Tennis Championships Shanghai 2005,2005-04-30,JENKINS Ryan,SUKHEE Galbadrakh,4,0,"11,11,11,11|3,5,5,7",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,JENKINS Ryan (WAL),SUKHEE Galbadrakh (MGL),JENKINS Ryan
World Table Tennis Championships Shanghai 2005,2005-04-30,SILVA Artur,BOLA Christian,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SILVA Artur (POR),BOLA Christian (COD),SILVA Artur
World Table Tennis Championships Shanghai 2005,2005-04-30,JENKINS Ryan,BOLA Christian,4,0,,5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,JENKINS Ryan (WAL),BOLA Christian (COD),JENKINS Ryan
World Table Tennis Championships Shanghai 2005,2005-04-30,SILVA Artur,SUKHEE Galbadrakh,4,1,"11,9,11,11,11|5,11,2,6,4",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SILVA Artur (POR),SUKHEE Galbadrakh (MGL),SILVA Artur
World Table Tennis Championships Shanghai 2005,2005-04-30,TRAN Tuan Quynh,WEBB Nigel,4,0,"11,11,11,11|5,7,6,5",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TRAN Tuan Quynh (VIE),WEBB Nigel (JAM),TRAN Tuan Quynh
World Table Tennis Championships Shanghai 2005,2005-04-30,GHUKASYAN Mesrop,TERNIQI Arjon,4,0,"11,11,11,11|4,6,7,2",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GHUKASYAN Mesrop (ARM),TERNIQI Arjon (ALB),GHUKASYAN Mesrop
World Table Tennis Championships Shanghai 2005,2005-04-30,TRAN Tuan Quynh,GHUKASYAN Mesrop,4,0,"11,11,11,11|7,5,6,3",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TRAN Tuan Quynh (VIE),GHUKASYAN Mesrop (ARM),TRAN Tuan Quynh
World Table Tennis Championships Shanghai 2005,2005-04-30,WEBB Nigel,TERNIQI Arjon,4,0,"11,11,12,11|5,5,10,7",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,WEBB Nigel (JAM),TERNIQI Arjon (ALB),WEBB Nigel
World Table Tennis Championships Shanghai 2005,2005-04-30,TRAN Tuan Quynh,TERNIQI Arjon,4,0,"11,11,11,11|3,1,4,4",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TRAN Tuan Quynh (VIE),TERNIQI Arjon (ALB),TRAN Tuan Quynh
World Table Tennis Championships Shanghai 2005,2005-04-30,GHUKASYAN Mesrop,WEBB Nigel,4,3,"11,9,11,11,9,10,11|8,11,8,6,11,12,9",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GHUKASYAN Mesrop (ARM),WEBB Nigel (JAM),GHUKASYAN Mesrop
World Table Tennis Championships Shanghai 2005,2005-04-30,PAPAGEORGIOU Konstantinos,GAVILAN Sandy,4,0,,,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PAPAGEORGIOU Konstantinos (GRE),GAVILAN Sandy (PAR),PAPAGEORGIOU Konstantinos
World Table Tennis Championships Shanghai 2005,2005-04-30,HASSAN Rashed,AL-HABASHI Dukhail,4,0,,QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,HASSAN Rashed (UAE),AL-HABASHI Dukhail (KUW),HASSAN Rashed
World Table Tennis Championships Shanghai 2005,2005-04-30,PAPAGEORGIOU Konstantinos,HASSAN Rashed,4,0,"11,11,11,11|1,6,4,5",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PAPAGEORGIOU Konstantinos (GRE),HASSAN Rashed (UAE),PAPAGEORGIOU Konstantinos
World Table Tennis Championships Shanghai 2005,2005-04-30,GAVILAN Sandy,AL-HABASHI Dukhail,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GAVILAN Sandy (PAR),AL-HABASHI Dukhail (KUW),GAVILAN Sandy
World Table Tennis Championships Shanghai 2005,2005-04-30,PAPAGEORGIOU Konstantinos,AL-HABASHI Dukhail,4,0,,5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PAPAGEORGIOU Konstantinos (GRE),AL-HABASHI Dukhail (KUW),PAPAGEORGIOU Konstantinos
World Table Tennis Championships Shanghai 2005,2005-04-30,HASSAN Rashed,GAVILAN Sandy,4,0,"11,11,11,11|2,1,4,9",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,HASSAN Rashed (UAE),GAVILAN Sandy (PAR),HASSAN Rashed
World Table Tennis Championships Shanghai 2005,2005-04-30,RI Chol Guk,TAUCOORY Rhikesh,4,0,"11,11,11,11|6,7,6,5",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,RI Chol Guk (PRK),TAUCOORY Rhikesh (MRI),RI Chol Guk
World Table Tennis Championships Shanghai 2005,2005-04-30,OMAR Rashid,HASSAN Mohamed,4,0,,QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,OMAR Rashid (UAE),HASSAN Mohamed (SUD),OMAR Rashid
World Table Tennis Championships Shanghai 2005,2005-04-30,RI Chol Guk,HASSAN Mohamed,4,0,,3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,RI Chol Guk (PRK),HASSAN Mohamed (SUD),RI Chol Guk
World Table Tennis Championships Shanghai 2005,2005-04-30,OMAR Rashid,TAUCOORY Rhikesh,4,3,"11,7,9,11,11,13,11|7,11,11,8,4,15,6",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,OMAR Rashid (UAE),TAUCOORY Rhikesh (MRI),OMAR Rashid
World Table Tennis Championships Shanghai 2005,2005-04-30,RI Chol Guk,OMAR Rashid,4,0,"11,11,11,11|8,8,5,8",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,RI Chol Guk (PRK),OMAR Rashid (UAE),RI Chol Guk
World Table Tennis Championships Shanghai 2005,2005-04-30,TAUCOORY Rhikesh,HASSAN Mohamed,4,0,,6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TAUCOORY Rhikesh (MRI),HASSAN Mohamed (SUD),TAUCOORY Rhikesh
World Table Tennis Championships Shanghai 2005,2005-04-30,KONGSGAARD Christian,TZIAMBOS Andreas,4,0,"13,13,11,11|11,11,7,7",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,KONGSGAARD Christian (DEN),TZIAMBOS Andreas (CYP),KONGSGAARD Christian
World Table Tennis Championships Shanghai 2005,2005-04-30,EL HABECH Mohamad,HAMMOND Eric,4,0,,QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,EL HABECH Mohamad (LBN),HAMMOND Eric (GHA),EL HABECH Mohamad
World Table Tennis Championships Shanghai 2005,2005-04-30,KONGSGAARD Christian,HAMMOND Eric,4,0,,3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,KONGSGAARD Christian (DEN),HAMMOND Eric (GHA),KONGSGAARD Christian
World Table Tennis Championships Shanghai 2005,2005-04-30,TZIAMBOS Andreas,EL HABECH Mohamad,4,0,"11,11,11,11|5,3,6,9",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TZIAMBOS Andreas (CYP),EL HABECH Mohamad (LBN),TZIAMBOS Andreas
World Table Tennis Championships Shanghai 2005,2005-04-30,KONGSGAARD Christian,EL HABECH Mohamad,4,0,"11,11,12,11|9,7,10,9",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,KONGSGAARD Christian (DEN),EL HABECH Mohamad (LBN),KONGSGAARD Christian
World Table Tennis Championships Shanghai 2005,2005-04-30,TZIAMBOS Andreas,HAMMOND Eric,4,0,,6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TZIAMBOS Andreas (CYP),HAMMOND Eric (GHA),TZIAMBOS Andreas
World Table Tennis Championships Shanghai 2005,2005-04-30,NASIRU Kazeem,SU Hsien-Ching,4,0,"11,11,11,11|5,5,6,4",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NASIRU Kazeem (NGR),SU Hsien-Ching (TPE),NASIRU Kazeem
World Table Tennis Championships Shanghai 2005,2005-04-30,HO Jason,AL-HASAN Ali,4,3,"9,11,7,11,9,11,11|11,7,11,7,11,6,6",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,HO Jason (SGP),AL-HASAN Ali (KUW),HO Jason
World Table Tennis Championships Shanghai 2005,2005-04-30,NASIRU Kazeem,HO Jason,4,1,"11,11,11,11,11|4,1,9,13,5",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NASIRU Kazeem (NGR),HO Jason (SGP),NASIRU Kazeem
World Table Tennis Championships Shanghai 2005,2005-04-30,AL-HASAN Ali,SU Hsien-Ching,4,0,"11,12,11,15|4,10,6,13",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AL-HASAN Ali (KUW),SU Hsien-Ching (TPE),AL-HASAN Ali
World Table Tennis Championships Shanghai 2005,2005-04-30,NASIRU Kazeem,AL-HASAN Ali,4,1,"11,7,11,11,12|4,11,1,5,10",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NASIRU Kazeem (NGR),AL-HASAN Ali (KUW),NASIRU Kazeem
World Table Tennis Championships Shanghai 2005,2005-04-30,HO Jason,SU Hsien-Ching,4,1,"12,11,11,6,11|10,3,7,11,4",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,HO Jason (SGP),SU Hsien-Ching (TPE),HO Jason
World Table Tennis Championships Shanghai 2005,2005-04-30,AVCI Safa,MUJICA Henry,4,3,"4,9,13,11,11,10,12|11,11,11,8,9,12,10",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AVCI Safa (TUR),MUJICA Henry (VEN),AVCI Safa
World Table Tennis Championships Shanghai 2005,2005-04-30,MUJICA Henry,SHARON Yaniv,4,0,,3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,MUJICA Henry (VEN),SHARON Yaniv (ISR),MUJICA Henry
World Table Tennis Championships Shanghai 2005,2005-04-30,AVCI Safa,SHARON Yaniv,4,0,,5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AVCI Safa (TUR),SHARON Yaniv (ISR),AVCI Safa
World Table Tennis Championships Shanghai 2005,2005-04-30,SANCHEZ Victor,TSOUDEROS Stavros,4,1,"11,10,13,11,11|7,12,11,7,5",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SANCHEZ Victor (ESP),TSOUDEROS Stavros (CYP),SANCHEZ Victor
World Table Tennis Championships Shanghai 2005,2005-04-30,WALLACE Simon,BOUDJADJA Sofiene,4,0,,QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,WALLACE Simon (NZL),BOUDJADJA Sofiene (ALG),WALLACE Simon
World Table Tennis Championships Shanghai 2005,2005-04-30,SANCHEZ Victor,WALLACE Simon,4,0,"11,11,11,11|6,3,6,7",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SANCHEZ Victor (ESP),WALLACE Simon (NZL),SANCHEZ Victor
World Table Tennis Championships Shanghai 2005,2005-04-30,TSOUDEROS Stavros,BOUDJADJA Sofiene,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TSOUDEROS Stavros (CYP),BOUDJADJA Sofiene (ALG),TSOUDEROS Stavros
World Table Tennis Championships Shanghai 2005,2005-04-30,SANCHEZ Victor,BOUDJADJA Sofiene,4,0,,5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SANCHEZ Victor (ESP),BOUDJADJA Sofiene (ALG),SANCHEZ Victor
World Table Tennis Championships Shanghai 2005,2005-04-30,TSOUDEROS Stavros,WALLACE Simon,4,3,"12,3,11,4,6,11,11|10,11,7,11,11,9,9",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TSOUDEROS Stavros (CYP),WALLACE Simon (NZL),TSOUDEROS Stavros
World Table Tennis Championships Shanghai 2005,2005-04-30,MEROTOHUN Monday,SUN Sopheak,4,0,"11,11,11,11|5,4,5,2",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,MEROTOHUN Monday (NGR),SUN Sopheak (CAM),MEROTOHUN Monday
World Table Tennis Championships Shanghai 2005,2005-04-30,AARAS Arne,GENOVESE Mario,4,1,"13,11,6,11,12|11,8,11,5,10",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AARAS Arne (NOR),GENOVESE Mario (MLT),AARAS Arne
World Table Tennis Championships Shanghai 2005,2005-04-30,MEROTOHUN Monday,GENOVESE Mario,4,0,"11,11,11,11|7,7,9,8",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,MEROTOHUN Monday (NGR),GENOVESE Mario (MLT),MEROTOHUN Monday
World Table Tennis Championships Shanghai 2005,2005-04-30,AARAS Arne,SUN Sopheak,4,0,"11,11,11,11|8,6,4,3",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AARAS Arne (NOR),SUN Sopheak (CAM),AARAS Arne
World Table Tennis Championships Shanghai 2005,2005-04-30,MEROTOHUN Monday,AARAS Arne,4,1,"11,13,11,8,11|9,11,9,11,6",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,MEROTOHUN Monday (NGR),AARAS Arne (NOR),MEROTOHUN Monday
World Table Tennis Championships Shanghai 2005,2005-04-30,GENOVESE Mario,SUN Sopheak,4,0,"11,11,11,11|7,5,6,4",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GENOVESE Mario (MLT),SUN Sopheak (CAM),GENOVESE Mario
World Table Tennis Championships Shanghai 2005,2005-04-30,APOLONIA Tiago,ESCOBAR Constanza,4,0,"11,11,11,11|3,3,4,7",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,APOLONIA Tiago (POR),ESCOBAR Constanza (CHI),APOLONIA Tiago
World Table Tennis Championships Shanghai 2005,2005-04-30,PIYADASA Thilina L,GIANNINI Antonio,4,1,"7,15,14,11,13|11,13,12,5,11",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PIYADASA Thilina L (SRI),GIANNINI Antonio (VEN),PIYADASA Thilina L
World Table Tennis Championships Shanghai 2005,2005-04-30,APOLONIA Tiago,GIANNINI Antonio,4,2,"21,9,13,7,11,11|19,11,11,11,8,7",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,APOLONIA Tiago (POR),GIANNINI Antonio (VEN),APOLONIA Tiago
World Table Tennis Championships Shanghai 2005,2005-04-30,PIYADASA Thilina L,ESCOBAR Constanza,4,0,"12,11,11,11|2,2,2,6",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PIYADASA Thilina L (SRI),ESCOBAR Constanza (CHI),PIYADASA Thilina L
World Table Tennis Championships Shanghai 2005,2005-04-30,APOLONIA Tiago,PIYADASA Thilina L,4,0,"11,11,11,12|6,1,3,10",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,APOLONIA Tiago (POR),PIYADASA Thilina L (SRI),APOLONIA Tiago
World Table Tennis Championships Shanghai 2005,2005-04-30,GIANNINI Antonio,ESCOBAR Constanza,4,0,"11,11,11,11|6,5,2,4",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,GIANNINI Antonio (VEN),ESCOBAR Constanza (CHI),GIANNINI Antonio
World Table Tennis Championships Shanghai 2005,2005-04-30,CHIANG Hung-Chieh,SOTELO Jeremias,4,0,"11,11,11,11|4,8,7,2",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CHIANG Hung-Chieh (TPE),SOTELO Jeremias (ARG),CHIANG Hung-Chieh
World Table Tennis Championships Shanghai 2005,2005-04-30,SARGSYAN Davit,DAUBNEROVA Andrea,4,0,"11,11,11,11|9,3,7,3",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SARGSYAN Davit (ARM),DAUBNEROVA Andrea (SVK),SARGSYAN Davit
World Table Tennis Championships Shanghai 2005,2005-04-30,CHIANG Hung-Chieh,DAUBNEROVA Andrea,4,0,"11,11,11,11|6,5,7,2",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CHIANG Hung-Chieh (TPE),DAUBNEROVA Andrea (SVK),CHIANG Hung-Chieh
World Table Tennis Championships Shanghai 2005,2005-04-30,SARGSYAN Davit,SOTELO Jeremias,4,0,"11,11,11,11|6,6,7,7",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SARGSYAN Davit (ARM),SOTELO Jeremias (ARG),SARGSYAN Davit
World Table Tennis Championships Shanghai 2005,2005-04-30,CHIANG Hung-Chieh,SARGSYAN Davit,4,0,"11,13,11,11|6,11,3,7",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CHIANG Hung-Chieh (TPE),SARGSYAN Davit (ARM),CHIANG Hung-Chieh
World Table Tennis Championships Shanghai 2005,2005-04-30,SOTELO Jeremias,DAUBNEROVA Andrea,4,2,"8,10,11,11,11,11|11,12,6,8,8,5",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SOTELO Jeremias (ARG),DAUBNEROVA Andrea (SVK),SOTELO Jeremias
World Table Tennis Championships Shanghai 2005,2005-04-30,AN Chol Yong,SULTAN Godfrey,4,0,"11,11,11,11|3,6,6,5",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AN Chol Yong (PRK),SULTAN Godfrey (SEY),AN Chol Yong
World Table Tennis Championships Shanghai 2005,2005-04-30,AN Chol Yong,FANG Li,4,1,"11,11,11,9,11|7,6,5,11,7",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,AN Chol Yong (PRK),FANG Li (CHN),AN Chol Yong
World Table Tennis Championships Shanghai 2005,2005-04-30,FANG Li,SULTAN Godfrey,4,0,"11,11,11,11|6,8,7,6",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,FANG Li (CHN),SULTAN Godfrey (SEY),FANG Li
World Table Tennis Championships Shanghai 2005,2005-04-30,LI Aaron,SANCHEZ Gerardo,4,0,,,WORLD_CHAMPIONSHIPS,MS,948,Qualification,LI Aaron (NZL),SANCHEZ Gerardo (PER),LI Aaron
World Table Tennis Championships Shanghai 2005,2005-04-30,FLORES Omar,CALLE Paul Esteban,4,0,"11,11,11,11|4,5,7,6",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,FLORES Omar (GUA),CALLE Paul Esteban (ECU),FLORES Omar
World Table Tennis Championships Shanghai 2005,2005-04-30,LI Aaron,CALLE Paul Esteban,4,2,"6,10,11,11,11,11|11,12,5,6,7,9",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,LI Aaron (NZL),CALLE Paul Esteban (ECU),LI Aaron
World Table Tennis Championships Shanghai 2005,2005-04-30,FLORES Omar,SANCHEZ Gerardo,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,FLORES Omar (GUA),SANCHEZ Gerardo (PER),FLORES Omar
World Table Tennis Championships Shanghai 2005,2005-04-30,LI Aaron,FLORES Omar,4,1,"13,11,11,11,11|15,1,6,5,7",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,LI Aaron (NZL),FLORES Omar (GUA),LI Aaron
World Table Tennis Championships Shanghai 2005,2005-04-30,CALLE Paul Esteban,SANCHEZ Gerardo,4,0,,6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CALLE Paul Esteban (ECU),SANCHEZ Gerardo (PER),CALLE Paul Esteban
World Table Tennis Championships Shanghai 2005,2005-04-30,CSABA Bence,OLIVEROS Marcelo,4,0,,,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CSABA Bence (CAN),OLIVEROS Marcelo (CHI),CSABA Bence
World Table Tennis Championships Shanghai 2005,2005-04-30,XIAO Han,CHIU Carlos Alfonso,4,0,"11,15,11,13|2,13,6,11",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,XIAO Han (USA),CHIU Carlos Alfonso (MEX),XIAO Han
World Table Tennis Championships Shanghai 2005,2005-04-30,CSABA Bence,CHIU Carlos Alfonso,4,1,"11,11,12,11,11|8,2,14,7,7",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CSABA Bence (CAN),CHIU Carlos Alfonso (MEX),CSABA Bence
World Table Tennis Championships Shanghai 2005,2005-04-30,XIAO Han,OLIVEROS Marcelo,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,XIAO Han (USA),OLIVEROS Marcelo (CHI),XIAO Han
World Table Tennis Championships Shanghai 2005,2005-04-30,CSABA Bence,XIAO Han,4,3,"5,11,6,11,11,8,11|11,5,11,9,7,11,9",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CSABA Bence (CAN),XIAO Han (USA),CSABA Bence
World Table Tennis Championships Shanghai 2005,2005-04-30,CHIU Carlos Alfonso,OLIVEROS Marcelo,4,0,,6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,CHIU Carlos Alfonso (MEX),OLIVEROS Marcelo (CHI),CHIU Carlos Alfonso
World Table Tennis Championships Shanghai 2005,2005-04-30,NGUYEN Nam Hai,SHAHID Ismail,4,0,"11,11,11,11|8,5,3,8",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NGUYEN Nam Hai (VIE),SHAHID Ismail (MDV),NGUYEN Nam Hai
World Table Tennis Championships Shanghai 2005,2005-04-30,SMIRNOV Aleksandr,SHAHID Ismail,4,0,"11,11,11,11|8,7,1,5",QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,SMIRNOV Aleksandr (EST),SHAHID Ismail (MDV),SMIRNOV Aleksandr
World Table Tennis Championships Shanghai 2005,2005-04-30,NGUYEN Nam Hai,SMIRNOV Aleksandr,4,0,"11,11,11,14|9,6,4,12",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NGUYEN Nam Hai (VIE),SMIRNOV Aleksandr (EST),NGUYEN Nam Hai
World Table Tennis Championships Shanghai 2005,2005-04-30,PETER-PAUL Pradeeban,DIAZ Violeta,4,0,"11,11,11,11|1,3,1,2",,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PETER-PAUL Pradeeban (CAN),DIAZ Violeta (CHI),PETER-PAUL Pradeeban
World Table Tennis Championships Shanghai 2005,2005-04-30,PETER-PAUL Pradeeban,SZOCS Hunor,4,0,"11,11,11,11|2,1,4,2",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,PETER-PAUL Pradeeban (CAN),SZOCS Hunor (ROU),PETER-PAUL Pradeeban
World Table Tennis Championships Shanghai 2005,2005-04-30,DIAZ Violeta,SZOCS Hunor,4,0,"11,11,14,18|4,4,12,16",6,WORLD_CHAMPIONSHIPS,MS,948,Qualification,DIAZ Violeta (CHI),SZOCS Hunor (ROU),DIAZ Violeta
World Table Tennis Championships Shanghai 2005,2005-04-30,HENRIQUES Nuno,CORDUE John,4,2,"10,11,11,11,7,11|12,6,3,9,11,7",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,HENRIQUES Nuno (POR),CORDUE John (NZL),HENRIQUES Nuno
World Table Tennis Championships Shanghai 2005,2005-04-30,TAVUKCUOGLU Irfan,CORDUE John,4,0,"12,11,11,11|10,7,5,8",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TAVUKCUOGLU Irfan (TUR),CORDUE John (NZL),TAVUKCUOGLU Irfan
World Table Tennis Championships Shanghai 2005,2005-04-30,TAVUKCUOGLU Irfan,HENRIQUES Nuno,4,0,"11,11,11,11|7,5,6,9",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,TAVUKCUOGLU Irfan (TUR),HENRIQUES Nuno (POR),TAVUKCUOGLU Irfan
World Table Tennis Championships Shanghai 2005,2005-04-30,NGUYEN Khoa,EL-SHALTONY Haroum,4,0,,,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NGUYEN Khoa (USA),EL-SHALTONY Haroum (PLE),NGUYEN Khoa
World Table Tennis Championships Shanghai 2005,2005-04-30,JIANG Pengfei,DESMOULINS Francois,4,0,"11,11,11,11|3,3,5,2",QR2,WORLD_CHAMPIONSHIPS,MS,948,Qualification,JIANG Pengfei (TUR),DESMOULINS Francois (CHI),JIANG Pengfei
World Table Tennis Championships Shanghai 2005,2005-04-30,NGUYEN Khoa,DESMOULINS Francois,4,0,"11,11,11,11|2,4,5,2",3,WORLD_CHAMPIONSHIPS,MS,948,Qualification,NGUYEN Khoa (USA),DESMOULINS Francois (CHI),NGUYEN Khoa
World Table Tennis Championships Shanghai 2005,2005-04-30,JIANG Pengfei,EL-SHALTONY Haroum,4,0,,QR4,WORLD_CHAMPIONSHIPS,MS,948,Qualification,JIANG Pengfei (TUR),EL-SHALTONY Haroum (PLE),JIANG Pengfei
World Table Tennis Championships Shanghai 2005,2005-04-30,JIANG Pengfei,NGUYEN Khoa,4,1,"11,11,11,9,12|7,9,7,11,10",5,WORLD_CHAMPIONSHIPS,MS,948,Qualification,JIANG Pengfei (TUR),NGUYEN Khoa (USA),JIANG Pengfei
