tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BEN ARI Omri,DOROFEEV Alexey,4,1,"12,9,11,11,11|10,11,6,8,9",,GRAND_SLAM,MS,793,Qualification,BEN ARI Omri (ISR),DOROFEEV Alexey (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CREEMERS Linda,FETUKHINA Margarita,4,0,"11,11,11,11|8,9,5,4",R16,GRAND_SLAM,WS,793,Main Draw,CREEMERS Linda (NED),FETUKHINA Margarita (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,NOUWEN Carla,4,1,"11,12,11,6,11|3,10,7,11,5",R16,GRAND_SLAM,WS,793,Main Draw,PAVLOVICH Viktoria (BLR),NOUWEN Carla (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,STEFANSKA Kinga,4,0,"11,11,11,11|9,5,4,5",QF,GRAND_SLAM,WS,793,Main Draw,LI Qian (POL),STEFANSKA Kinga (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,MARKOVA Ekaterina,4,3,"11,2,11,11,8,7,13|4,11,5,6,11,11,11",QF,GRAND_SLAM,WS,793,Main Draw,YAN Xiaoshan (POL),MARKOVA Ekaterina (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Veronika,DOLGIKH Maria,4,0,"11,11,11,11|5,7,4,2",QF,GRAND_SLAM,WS,793,Main Draw,PAVLOVICH Veronika (BLR),DOLGIKH Maria (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,CREEMERS Linda,4,2,"7,6,13,11,11,12|11,11,11,3,7,10",QF,GRAND_SLAM,WS,793,Main Draw,PAVLOVICH Viktoria (BLR),CREEMERS Linda (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,LI Qian,4,0,"11,13,11,11|5,11,2,7",SF,GRAND_SLAM,WS,793,Main Draw,YAN Xiaoshan (POL),LI Qian (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,PAVLOVICH Veronika,4,1,"11,11,8,11,11|8,9,11,9,9",SF,GRAND_SLAM,WS,793,Main Draw,PAVLOVICH Viktoria (BLR),PAVLOVICH Veronika (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,YAN Xiaoshan,4,0,"11,11,11,11|8,5,8,5",F,GRAND_SLAM,WS,793,Main Draw,PAVLOVICH Viktoria (BLR),YAN Xiaoshan (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STUCKYTE Egle,KARAGODINA Inna,4,0,"11,11,11,11|4,2,6,9",,GRAND_SLAM,WS,793,Qualification,STUCKYTE Egle (LTU),KARAGODINA Inna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MARKOVA Ekaterina,STUCKYTE Egle,4,2,"11,11,10,11,9,11|9,7,12,7,11,5",,GRAND_SLAM,WS,793,Qualification,MARKOVA Ekaterina (RUS),STUCKYTE Egle (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MARKOVA Ekaterina,KARAGODINA Inna,4,0,"11,11,11,11|4,7,8,8",,GRAND_SLAM,WS,793,Qualification,MARKOVA Ekaterina (RUS),KARAGODINA Inna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SHUMAKOVA Marina,ZHYSHKEVICH Natallia,4,2,"11,11,11,11,7,11|13,7,6,4,11,9",,GRAND_SLAM,WS,793,Qualification,SHUMAKOVA Marina (KAZ),ZHYSHKEVICH Natallia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NOUWEN Carla,ZHYSHKEVICH Natallia,4,2,"11,11,11,6,8,11|3,5,9,11,11,6",,GRAND_SLAM,WS,793,Qualification,NOUWEN Carla (NED),ZHYSHKEVICH Natallia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NOUWEN Carla,SHUMAKOVA Marina,4,2,"11,11,12,8,5,11|4,2,10,11,11,7",,GRAND_SLAM,WS,793,Qualification,NOUWEN Carla (NED),SHUMAKOVA Marina (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MIKHAILOVA Polina,VENSLAVICIUTE Ieva,4,1,"11,11,7,11,11|6,6,11,8,7",,GRAND_SLAM,WS,793,Qualification,MIKHAILOVA Polina (RUS),VENSLAVICIUTE Ieva (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHURABAEVA Tatiana,KUDRAUTSAVA Natalia,4,0,"11,11,12,11|8,3,10,8",,GRAND_SLAM,WS,793,Qualification,CHURABAEVA Tatiana (BLR),KUDRAUTSAVA Natalia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MIKHAILOVA Polina,KUDRAUTSAVA Natalia,4,0,"11,11,11,11|8,8,7,3",,GRAND_SLAM,WS,793,Qualification,MIKHAILOVA Polina (RUS),KUDRAUTSAVA Natalia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHURABAEVA Tatiana,VENSLAVICIUTE Ieva,4,3,"11,11,11,8,10,8,11|6,8,9,11,12,11,2",,GRAND_SLAM,WS,793,Qualification,CHURABAEVA Tatiana (BLR),VENSLAVICIUTE Ieva (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MIKHAILOVA Polina,CHURABAEVA Tatiana,4,0,"11,12,11,11|7,10,8,1",,GRAND_SLAM,WS,793,Qualification,MIKHAILOVA Polina (RUS),CHURABAEVA Tatiana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,VENSLAVICIUTE Ieva,KUDRAUTSAVA Natalia,4,1,"11,10,11,11,11|1,12,3,8,8",,GRAND_SLAM,WS,793,Qualification,VENSLAVICIUTE Ieva (LTU),KUDRAUTSAVA Natalia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BARTOSOVA Hana,PILIPENKO Yelena,4,1,"11,11,8,11,11|9,8,11,3,7",,GRAND_SLAM,WS,793,Qualification,BARTOSOVA Hana (CZE),PILIPENKO Yelena (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NAKHAYENKA Nadzeya,DRYKINA Yana,4,1,"11,17,12,9,11|9,15,10,11,4",,GRAND_SLAM,WS,793,Qualification,NAKHAYENKA Nadzeya (BLR),DRYKINA Yana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BARTOSOVA Hana,DRYKINA Yana,4,1,"11,9,11,11,11|5,11,4,5,7",,GRAND_SLAM,WS,793,Qualification,BARTOSOVA Hana (CZE),DRYKINA Yana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PILIPENKO Yelena,NAKHAYENKA Nadzeya,4,0,"11,11,11,11|8,9,9,6",,GRAND_SLAM,WS,793,Qualification,PILIPENKO Yelena (KAZ),NAKHAYENKA Nadzeya (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BARTOSOVA Hana,NAKHAYENKA Nadzeya,4,0,"11,14,11,11|5,12,7,6",,GRAND_SLAM,WS,793,Qualification,BARTOSOVA Hana (CZE),NAKHAYENKA Nadzeya (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PILIPENKO Yelena,DRYKINA Yana,4,3,"13,7,7,11,4,11,11|11,11,11,8,11,4,7",,GRAND_SLAM,WS,793,Qualification,PILIPENKO Yelena (KAZ),DRYKINA Yana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BAK Natalia,ERMAKOVA Irina,4,3,"11,4,7,11,7,12,11|9,11,11,4,11,10,8",,GRAND_SLAM,WS,793,Qualification,BAK Natalia (POL),ERMAKOVA Irina (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PANCHANKA Olga,SHAKUN Ala,4,1,"12,11,11,16,11|10,9,13,14,3",,GRAND_SLAM,WS,793,Qualification,PANCHANKA Olga (BLR),SHAKUN Ala (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BAK Natalia,SHAKUN Ala,4,1,"11,11,11,11,11|6,7,5,13,9",,GRAND_SLAM,WS,793,Qualification,BAK Natalia (POL),SHAKUN Ala (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ERMAKOVA Irina,PANCHANKA Olga,4,1,"12,11,11,6,12|10,8,7,11,10",,GRAND_SLAM,WS,793,Qualification,ERMAKOVA Irina (RUS),PANCHANKA Olga (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BAK Natalia,PANCHANKA Olga,4,1,"11,7,11,11,11|4,11,5,7,3",,GRAND_SLAM,WS,793,Qualification,BAK Natalia (POL),PANCHANKA Olga (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ERMAKOVA Irina,SHAKUN Ala,4,0,"11,11,11,11|5,4,8,8",,GRAND_SLAM,WS,793,Qualification,ERMAKOVA Irina (RUS),SHAKUN Ala (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,STIRBYTE Ausra,4,0,"11,11,11,11|8,9,9,9",,GRAND_SLAM,WS,793,Qualification,FETUKHINA Margarita (RUS),STIRBYTE Ausra (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SIVAKOVA Katsiaryna,BOGDAN Arina,4,0,"11,11,11,12|8,6,7,10",,GRAND_SLAM,WS,793,Qualification,SIVAKOVA Katsiaryna (BLR),BOGDAN Arina (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,BOGDAN Arina,4,1,"7,11,11,11,11|11,8,8,1,6",,GRAND_SLAM,WS,793,Qualification,FETUKHINA Margarita (RUS),BOGDAN Arina (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STIRBYTE Ausra,SIVAKOVA Katsiaryna,4,2,"7,11,4,11,11,14|11,6,11,5,9,12",,GRAND_SLAM,WS,793,Qualification,STIRBYTE Ausra (LTU),SIVAKOVA Katsiaryna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,SIVAKOVA Katsiaryna,4,1,"10,11,11,11,11|12,8,7,9,8",,GRAND_SLAM,WS,793,Qualification,FETUKHINA Margarita (RUS),SIVAKOVA Katsiaryna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STIRBYTE Ausra,BOGDAN Arina,4,0,"11,13,12,16|9,11,10,14",,GRAND_SLAM,WS,793,Qualification,STIRBYTE Ausra (LTU),BOGDAN Arina (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,LEMESHEVSKAYA Valeriya,4,0,"11,11,11,11|3,5,8,8",,GRAND_SLAM,WS,793,Qualification,YAN Xiaoshan (POL),LEMESHEVSKAYA Valeriya (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DUBKOVA Elena,ULASENKA Hanna,4,0,"11,11,11,11|1,9,5,7",,GRAND_SLAM,WS,793,Qualification,DUBKOVA Elena (BLR),ULASENKA Hanna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LEMESHEVSKAYA Valeriya,ULASENKA Hanna,4,2,"11,8,11,3,11,11|8,11,9,11,6,8",,GRAND_SLAM,WS,793,Qualification,LEMESHEVSKAYA Valeriya (RUS),ULASENKA Hanna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,DUBKOVA Elena,4,1,"11,11,11,12,11|13,6,4,10,6",,GRAND_SLAM,WS,793,Qualification,YAN Xiaoshan (POL),DUBKOVA Elena (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LEMESHEVSKAYA Valeriya,DUBKOVA Elena,4,2,"11,9,11,12,8,11|8,11,7,10,11,4",,GRAND_SLAM,WS,793,Qualification,LEMESHEVSKAYA Valeriya (RUS),DUBKOVA Elena (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,ULASENKA Hanna,4,0,"11,11,11,11|3,5,5,6",,GRAND_SLAM,WS,793,Qualification,YAN Xiaoshan (POL),ULASENKA Hanna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LABOVICH Valeryia,PRIVALOVA Alexandra,4,0,,,GRAND_SLAM,WS,793,Qualification,LABOVICH Valeryia (BLR),PRIVALOVA Alexandra (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ALI Meral Ildiz,TREPEZKAIA Olga,4,0,"11,11,11,11|9,5,8,4",,GRAND_SLAM,WS,793,Qualification,ALI Meral Ildiz (TUR),TREPEZKAIA Olga (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,TREPEZKAIA Olga,PRIVALOVA Alexandra,4,0,,,GRAND_SLAM,WS,793,Qualification,TREPEZKAIA Olga (RUS),PRIVALOVA Alexandra (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ALI Meral Ildiz,LABOVICH Valeryia,4,3,"12,11,9,7,11,11,11|10,6,11,11,7,13,7",,GRAND_SLAM,WS,793,Qualification,ALI Meral Ildiz (TUR),LABOVICH Valeryia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ALI Meral Ildiz,PRIVALOVA Alexandra,4,0,,,GRAND_SLAM,WS,793,Qualification,ALI Meral Ildiz (TUR),PRIVALOVA Alexandra (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,TREPEZKAIA Olga,LABOVICH Valeryia,4,0,"11,11,11,11|2,8,3,4",,GRAND_SLAM,WS,793,Qualification,TREPEZKAIA Olga (RUS),LABOVICH Valeryia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHTCHETININE Evgueni,HABESOHN Mathias,3,1,"13,10,11,11|11,12,4,6",1,GRAND_SLAM,MT,793,Qualification,CHTCHETININE Evgueni (BLR),HABESOHN Mathias (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SAMSONOV Vladimir,HABESOHN Dominik,3,0,"11,11,11|4,6,2",1,GRAND_SLAM,MT,793,Qualification,SAMSONOV Vladimir (BLR),HABESOHN Dominik (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SAMSONOV Vladimir,BEN ARI Omri,3,0,"11,11,11|6,7,3",QR2,GRAND_SLAM,MT,793,Qualification,SAMSONOV Vladimir (BLR),BEN ARI Omri (ISR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NEKHVEDOVICH Vitaly,ABRAMOV Isaak,3,0,"11,12,11|2,10,9",QR2,GRAND_SLAM,MT,793,Qualification,NEKHVEDOVICH Vitaly (BLR),ABRAMOV Isaak (ISR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ABRAMOV Isaak,HABESOHN Dominik,3,2,"7,7,11,11,11|11,11,8,3,2",3,GRAND_SLAM,MT,793,Qualification,ABRAMOV Isaak (ISR),HABESOHN Dominik (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BEN ARI Omri,HABESOHN Mathias,3,1,"11,11,8,11|8,8,11,9",3,GRAND_SLAM,MT,793,Qualification,BEN ARI Omri (ISR),HABESOHN Mathias (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,PLATONOV Pavel,3,0,"14,11,12|12,6,10",1,GRAND_SLAM,MT,793,Qualification,HOU Yingchao (CAN),PLATONOV Pavel (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Xin,BARBOLIN Illia,3,0,"11,11,11|9,2,8",1,GRAND_SLAM,MT,793,Qualification,XU Xin (CHN),BARBOLIN Illia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Xin,PIETKIEWICZ Maciej,3,0,"11,11,11|7,7,3",QR2,GRAND_SLAM,MT,793,Qualification,XU Xin (CHN),PIETKIEWICZ Maciej (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SZYMANSKI Filip,HOU Yingchao,3,0,"11,11,11|9,4,4",QR2,GRAND_SLAM,MT,793,Qualification,SZYMANSKI Filip (POL),HOU Yingchao (CAN)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Xin,SZYMANSKI Filip,3,0,"11,11,11|8,7,4",QR2,GRAND_SLAM,MT,793,Qualification,XU Xin (CHN),SZYMANSKI Filip (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,PIETKIEWICZ Maciej,3,0,"11,11,12|6,4,10",QR2,GRAND_SLAM,MT,793,Qualification,HOU Yingchao (CAN),PIETKIEWICZ Maciej (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SZYMANSKI Filip,FOREITOROV Dmitry,3,2,"5,11,11,6,11|11,7,6,11,8",3,GRAND_SLAM,MT,793,Qualification,SZYMANSKI Filip (POL),FOREITOROV Dmitry (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PLATONOV Pavel,PIETKIEWICZ Maciej,3,2,"9,12,11,11,11|11,10,13,7,5",3,GRAND_SLAM,MT,793,Qualification,PLATONOV Pavel (BLR),PIETKIEWICZ Maciej (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PLATONOV Pavel,SZYMANSKI Filip,3,2,"9,11,9,11,11|11,8,11,7,4",3,GRAND_SLAM,MT,793,Qualification,PLATONOV Pavel (BLR),SZYMANSKI Filip (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PIETKIEWICZ Maciej,FOREITOROV Dmitry,3,0,"11,11,11|7,8,6",3,GRAND_SLAM,MT,793,Qualification,PIETKIEWICZ Maciej (POL),FOREITOROV Dmitry (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HABESOHN Daniel,DE VRIES Martijn,3,2,"11,8,8,11,11|3,11,11,0,7",1,GRAND_SLAM,MT,793,Qualification,HABESOHN Daniel (AUT),DE VRIES Martijn (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHUNG Wai Lung,PRESSLMAYER Bernhard,3,2,"11,14,11,9,11|9,12,13,11,6",1,GRAND_SLAM,MT,793,Qualification,CHUNG Wai Lung (NED),PRESSLMAYER Bernhard (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HABESOHN Daniel,CHUNG Wai Lung,3,1,"9,11,14,11|11,5,12,9",1,GRAND_SLAM,MT,793,Qualification,HABESOHN Daniel (AUT),CHUNG Wai Lung (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PRESSLMAYER Bernhard,DE VRIES Martijn,3,1,"13,8,11,11|11,11,7,4",1,GRAND_SLAM,MT,793,Qualification,PRESSLMAYER Bernhard (AUT),DE VRIES Martijn (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HABESOHN Daniel,STETSENKO Alexander,3,1,"10,11,11,13|12,9,2,11",QR2,GRAND_SLAM,MT,793,Qualification,HABESOHN Daniel (AUT),STETSENKO Alexander (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PRESSLMAYER Bernhard,BUROV Viacheslav,3,1,"11,5,11,12|6,11,9,10",QR2,GRAND_SLAM,MT,793,Qualification,PRESSLMAYER Bernhard (AUT),BUROV Viacheslav (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHUNG Wai Lung,STETSENKO Alexander,3,1,"9,11,11,11|11,8,6,8",3,GRAND_SLAM,MT,793,Qualification,CHUNG Wai Lung (NED),STETSENKO Alexander (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BUROV Viacheslav,BOSMAN Jelle,3,1,"4,11,11,11|11,7,9,2",3,GRAND_SLAM,MT,793,Qualification,BUROV Viacheslav (RUS),BOSMAN Jelle (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHUNG Wai Lung,BUROV Viacheslav,3,2,"11,8,11,6,11|3,11,9,11,7",3,GRAND_SLAM,MT,793,Qualification,CHUNG Wai Lung (NED),BUROV Viacheslav (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MATTENET Adrien,COROIAN George,3,0,"11,11,11|2,8,4",1,GRAND_SLAM,MT,793,Qualification,MATTENET Adrien (FRA),COROIAN George (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SALIFOU Abdel-Kader,CAZACU Alexandru,3,2,"11,15,7,9,11|4,13,11,11,4",1,GRAND_SLAM,MT,793,Qualification,SALIFOU Abdel-Kader (BEN),CAZACU Alexandru (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,VOSTES Yannick,MATTENET Adrien,3,1,"11,2,11,12|7,11,7,10",QR2,GRAND_SLAM,MT,793,Qualification,VOSTES Yannick (BEL),MATTENET Adrien (FRA)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LEBESSON Emmanuel,ROGIERS Benjamin,3,0,"11,13,11|5,11,8",QR2,GRAND_SLAM,MT,793,Qualification,LEBESSON Emmanuel (FRA),ROGIERS Benjamin (BEL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LEBESSON Emmanuel,VOSTES Yannick,3,0,"11,11,11|4,7,8",QR2,GRAND_SLAM,MT,793,Qualification,LEBESSON Emmanuel (FRA),VOSTES Yannick (BEL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,VOSTES Yannick,SENI Jonut,3,2,"15,11,8,9,11|13,9,11,11,4",3,GRAND_SLAM,MT,793,Qualification,VOSTES Yannick (BEL),SENI Jonut (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ROGIERS Benjamin,CAZACU Alexandru,3,2,"11,6,6,11,11|6,11,11,9,7",3,GRAND_SLAM,MT,793,Qualification,ROGIERS Benjamin (BEL),CAZACU Alexandru (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,IONESCU Ovidiu,ZAKLADNYI Gennadii,3,1,"11,6,11,11|5,11,8,7",1,GRAND_SLAM,MT,793,Qualification,IONESCU Ovidiu (ROU),ZAKLADNYI Gennadii (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOU Lei,PETRESCU Alexandru,3,0,"11,11,11|5,5,6",1,GRAND_SLAM,MT,793,Qualification,KOU Lei (UKR),PETRESCU Alexandru (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOU Lei,IONESCU Ovidiu,3,0,"12,11,11|10,9,6",1,GRAND_SLAM,MT,793,Qualification,KOU Lei (UKR),IONESCU Ovidiu (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAIKOV Mikhail,KATKOV Ivan,3,1,"13,8,11,11|11,11,8,8",QR2,GRAND_SLAM,MT,793,Qualification,PAIKOV Mikhail (RUS),KATKOV Ivan (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOU Lei,UTOCHKIN Artem,3,1,"11,6,11,11|8,11,5,9",QR2,GRAND_SLAM,MT,793,Qualification,KOU Lei (UKR),UTOCHKIN Artem (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOU Lei,PAIKOV Mikhail,3,1,"8,11,12,13|11,8,10,11",QR2,GRAND_SLAM,MT,793,Qualification,KOU Lei (UKR),PAIKOV Mikhail (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KATKOV Ivan,UTOCHKIN Artem,3,2,"5,11,11,7,11|11,5,7,11,7",QR2,GRAND_SLAM,MT,793,Qualification,KATKOV Ivan (UKR),UTOCHKIN Artem (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAIKOV Mikhail,IONESCU Ovidiu,3,0,"11,11,14|8,5,12",3,GRAND_SLAM,MT,793,Qualification,PAIKOV Mikhail (RUS),IONESCU Ovidiu (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PETRESCU Alexandru,POPOV Dmitry,3,1,"6,11,11,11|11,8,5,8",3,GRAND_SLAM,MT,793,Qualification,PETRESCU Alexandru (ROU),POPOV Dmitry (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAIKOV Mikhail,PETRESCU Alexandru,3,1,"14,11,7,11|12,1,11,7",3,GRAND_SLAM,MT,793,Qualification,PAIKOV Mikhail (RUS),PETRESCU Alexandru (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KULPEKSHA Siarhei,PRYSHCHEPA Ievgen,3,2,"8,9,11,11,12|11,11,8,8,10",1,GRAND_SLAM,MT,793,Qualification,KULPEKSHA Siarhei (BLR),PRYSHCHEPA Ievgen (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,RUBAN Mykyta,KOLESAU Andrei,3,0,"11,11,11|6,9,6",1,GRAND_SLAM,MT,793,Qualification,RUBAN Mykyta (UKR),KOLESAU Andrei (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOLESAU Andrei,PRYSHCHEPA Ievgen,3,2,"13,11,8,9,18|11,5,11,11,16",1,GRAND_SLAM,MT,793,Qualification,KOLESAU Andrei (BLR),PRYSHCHEPA Ievgen (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,RUBAN Mykyta,KULPEKSHA Siarhei,3,1,"9,11,11,11|11,9,5,5",1,GRAND_SLAM,MT,793,Qualification,RUBAN Mykyta (UKR),KULPEKSHA Siarhei (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,MENGE Gencay,3,0,"11,11,11|6,7,6",QR2,GRAND_SLAM,MT,793,Qualification,DIDUKH Oleksandr (UKR),MENGE Gencay (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,JIANG Pengfei,PRYSHCHEPA Ievgen,3,1,"12,12,11,11|14,10,7,8",QR2,GRAND_SLAM,MT,793,Qualification,JIANG Pengfei (TUR),PRYSHCHEPA Ievgen (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,JIANG Pengfei,3,1,"11,11,7,11|7,9,11,7",QR2,GRAND_SLAM,MT,793,Qualification,DIDUKH Oleksandr (UKR),JIANG Pengfei (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MENGE Gencay,SOPELEU Anton,3,1,"11,11,8,11|8,8,11,6",3,GRAND_SLAM,MT,793,Qualification,MENGE Gencay (TUR),SOPELEU Anton (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,JIANG Pengfei,KULPEKSHA Siarhei,3,0,"11,11,11|8,3,7",3,GRAND_SLAM,MT,793,Qualification,JIANG Pengfei (TUR),KULPEKSHA Siarhei (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,UTOCHKIN Artem,SZYMANSKI Filip,3,2,"13,9,11,5,11|11,11,7,11,8",1,GRAND_SLAM,MT,793,Main Draw,UTOCHKIN Artem (RUS),SZYMANSKI Filip (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAIKOV Mikhail,PIETKIEWICZ Maciej,3,2,"7,7,11,12,13|11,11,6,10,11",1,GRAND_SLAM,MT,793,Main Draw,PAIKOV Mikhail (RUS),PIETKIEWICZ Maciej (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SZYMANSKI Filip,PAIKOV Mikhail,3,2,"5,11,12,7,11|11,5,10,11,4",1,GRAND_SLAM,MT,793,Main Draw,SZYMANSKI Filip (POL),PAIKOV Mikhail (RUS)
