tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
WTT Star Contender São José dos Campos 2026,2026-07-21,VOS Eusebio,MONTEIRO Kauan,3,2,"11,11,9,8,12|4,8,11,11,10",QR2,WTT_STAR_CONTENDER,MS,3244,Qualification,VOS Eusebio (CHI),MONTEIRO Kauan (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-23,WONG Chun Ting/CHAN Baldwin,JARVIS Tom/JHA Kanak,3,1,"11,11,13,11|7,13,11,7",R16,WTT_STAR_CONTENDER,MD,3244,Main Draw,WONG Chun Ting/CHAN Baldwin (HKG),JARVIS Tom/JHA Kanak (ENG/USA)
WTT Star Contender São José dos Campos 2026,2026-07-23,KUKULKOVA Tatiana/ABRAAMIAN Elizabet,TAKAHASHI Giulia/WATANABE Laura,3,1,"11,7,14,11|2,11,12,3",R16,WTT_STAR_CONTENDER,WD,3244,Main Draw,KUKULKOVA Tatiana/ABRAAMIAN Elizabet (SVK/AIN),TAKAHASHI Giulia/WATANABE Laura (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-23,JORGIC Darko/KOZUL Deni,LY Edward/KOURAICHI Alexis,3,1,"11,11,9,11|1,3,11,8",R16,WTT_STAR_CONTENDER,MD,3244,Main Draw,JORGIC Darko/KOZUL Deni (SLO),LY Edward/KOURAICHI Alexis (CAN/FRA)
WTT Star Contender São José dos Campos 2026,2026-07-23,VERDONSCHOT Wim,ROLLAND Jules,3,1,"11,11,6,11|5,8,11,5",R64,WTT_STAR_CONTENDER,MS,3244,Main Draw,VERDONSCHOT Wim (GER),ROLLAND Jules (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,TOGAMI Shunsuke,STUMPER Kay,3,2,"4,11,11,2,11|11,5,4,11,7",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,TOGAMI Shunsuke (JPN),STUMPER Kay (GER)
WTT Star Contender São José dos Campos 2026,2026-07-24,DOO Hoi Kem/NG Wing Lam,YOKOI Sakura/AOKI Sachi,3,2,"11,11,12,8,11|7,8,14,11,9",SemiFinal,WTT_STAR_CONTENDER,WD,3244,Main Draw,DOO Hoi Kem/NG Wing Lam (HKG),YOKOI Sakura/AOKI Sachi (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-24,WONG Chun Ting/CHAN Baldwin,BERTELSMEIER Andre/VERDONSCHOT Wim,3,2,"10,12,4,11,11|12,10,11,1,6",SemiFinal,WTT_STAR_CONTENDER,MD,3244,Main Draw,WONG Chun Ting/CHAN Baldwin (HKG),BERTELSMEIER Andre/VERDONSCHOT Wim (GER)
WTT Star Contender São José dos Campos 2026,2026-07-24,ZHANG Lily,VIVARELLI Debora,3,1,"10,11,11,11|12,8,6,5",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,ZHANG Lily (USA),VIVARELLI Debora (ITA)
WTT Star Contender São José dos Campos 2026,2026-07-24,HAYATA Hina/AKAE Kaho,SATO Hitomi/SHIBATA Saki,3,0,"11,11,11|9,7,3",SemiFinal,WTT_STAR_CONTENDER,WD,3244,Main Draw,HAYATA Hina/AKAE Kaho (JPN),SATO Hitomi/SHIBATA Saki (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-24,SEYFRIED Joe/PICARD Vincent,DE NODREST Leo/ROLLAND Jules,3,0,"14,11,11|12,5,7",SemiFinal,WTT_STAR_CONTENDER,MD,3244,Main Draw,SEYFRIED Joe/PICARD Vincent (FRA),DE NODREST Leo/ROLLAND Jules (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,LEBRUN Alexis,PISTEJ Lubomir,3,0,"11,11,12|5,5,10",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,LEBRUN Alexis (FRA),PISTEJ Lubomir (SVK)
WTT Star Contender São José dos Campos 2026,2026-07-24,UDA Yukiya,TANAKA Yuta,3,2,"11,9,8,13,11|9,11,11,11,5",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,UDA Yukiya (JPN),TANAKA Yuta (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-24,MITTELHAM Nina,FIORE Beatriz,3,0,"11,11,13|9,5,11",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,MITTELHAM Nina (GER),FIORE Beatriz (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,AKULA Sreeja,PICARD Claire,3,1,"7,11,11,11|11,5,7,9",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,AKULA Sreeja (IND),PICARD Claire (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,CALDERANO Hugo,BERTELSMEIER Andre,3,0,"11,11,11|7,8,5",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,CALDERANO Hugo (BRA),BERTELSMEIER Andre (GER)
WTT Star Contender São José dos Campos 2026,2026-07-24,HUANG Yu-Jie,SCHREINER Franziska,3,1,"6,11,11,11|11,8,6,6",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,HUANG Yu-Jie (TPE),SCHREINER Franziska (GER)
WTT Star Contender São José dos Campos 2026,2026-07-24,FRANZISKA Patrick,FUJII Davi,3,0,"11,11,11|6,8,4",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,FRANZISKA Patrick (GER),FUJII Davi (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,TAKAHASHI Bruna,ORTEGA Daniela,3,2,"10,11,9,11,11|12,9,11,5,6",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,TAKAHASHI Bruna (BRA),ORTEGA Daniela (CHI)
WTT Star Contender São José dos Campos 2026,2026-07-24,WONG Chun Ting,ARADO Felipe,3,1,"10,11,11,13|12,8,9,11",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,WONG Chun Ting (HKG),ARADO Felipe (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,OH Junsung,DE NODREST Leo,3,2,"10,11,11,8,12|12,9,6,11,10",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,OH Junsung (KOR),DE NODREST Leo (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,DOO Hoi Kem,YOO Yerin,3,0,"11,11,11|9,7,9",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,DOO Hoi Kem (HKG),YOO Yerin (KOR)
WTT Star Contender São José dos Campos 2026,2026-07-24,JORGIC Darko,TEODORO Guilherme,3,1,"11,8,11,11|5,11,7,8",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,JORGIC Darko (SLO),TEODORO Guilherme (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,HAYATA Hina,NG Wing Lam,3,0,"11,11,11|7,4,6",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,HAYATA Hina (JPN),NG Wing Lam (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-24,ABRAAMIAN Elizabet,WATANABE Laura,3,0,"11,11,11|1,2,6",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,ABRAAMIAN Elizabet (AIN),WATANABE Laura (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,CALDERANO Hugo/TAKAHASHI Bruna,TEODORO Guilherme/TAKAHASHI Giulia,3,1,"11,5,11,11|9,11,8,9",QuarterFinal,WTT_STAR_CONTENDER,XD,3244,Main Draw,CALDERANO Hugo/TAKAHASHI Bruna (BRA),TEODORO Guilherme/TAKAHASHI Giulia (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,WONG Chun Ting/DOO Hoi Kem,PICARD Vincent/ABRAAMIAN Elizabet,3,0,"11,11,11|9,8,8",QuarterFinal,WTT_STAR_CONTENDER,XD,3244,Main Draw,WONG Chun Ting/DOO Hoi Kem (HKG),PICARD Vincent/ABRAAMIAN Elizabet (FRA/AIN)
WTT Star Contender São José dos Campos 2026,2026-07-24,YIU Kwan To/NG Wing Lam,GOMEZ Gustavo/ORTEGA Daniela,3,0,"11,12,11|5,10,8",QuarterFinal,WTT_STAR_CONTENDER,XD,3244,Main Draw,YIU Kwan To/NG Wing Lam (HKG),GOMEZ Gustavo/ORTEGA Daniela (CHI)
WTT Star Contender São José dos Campos 2026,2026-07-24,SATO Hitomi,LUTZ Charlotte,3,1,"11,13,12,11|6,11,14,5",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,SATO Hitomi (JPN),LUTZ Charlotte (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,TOGAMI Shunsuke/ODO Satsuki,OH Junsung/YOO Yerin,3,1,"11,9,11,11|8,11,8,9",QuarterFinal,WTT_STAR_CONTENDER,XD,3244,Main Draw,TOGAMI Shunsuke/ODO Satsuki (JPN),OH Junsung/YOO Yerin (KOR)
WTT Star Contender São José dos Campos 2026,2026-07-24,JHA Kanak,LAM Siu Hang,3,0,"14,11,11|12,9,7",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,JHA Kanak (USA),LAM Siu Hang (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-24,SHIBATA Saki,SU Tsz Tung,3,1,"12,11,7,11|10,6,11,3",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,SHIBATA Saki (JPN),SU Tsz Tung (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-24,HASHIMOTO Honoka,AOKI Sachi,3,1,"6,11,11,11|11,6,8,3",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,HASHIMOTO Honoka (JPN),AOKI Sachi (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-24,PORET Thibault,VERDONSCHOT Wim,3,2,"4,11,11,8,11|11,6,5,11,7",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,PORET Thibault (FRA),VERDONSCHOT Wim (GER)
WTT Star Contender São José dos Campos 2026,2026-07-24,SHINOZUKA Hiroto,KOZUL Deni,3,0,"11,11,11|5,6,8",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,SHINOZUKA Hiroto (JPN),KOZUL Deni (SLO)
WTT Star Contender São José dos Campos 2026,2026-07-24,DUDA Benedikt,CHAN Baldwin,3,1,"11,7,11,11|9,11,9,9",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,DUDA Benedikt (GER),CHAN Baldwin (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-24,YOKOI Sakura,CODINA Ana,3,0,"11,11,11|7,5,8",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,YOKOI Sakura (JPN),CODINA Ana (ARG)
WTT Star Contender São José dos Campos 2026,2026-07-24,FENG Yi-Hsin,SEYFRIED Joe,3,0,"11,11,11|7,9,5",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,FENG Yi-Hsin (TPE),SEYFRIED Joe (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,JARVIS Tom,DIAW Ibrahima,3,1,"11,11,3,12|6,9,11,10",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,JARVIS Tom (ENG),DIAW Ibrahima (DEN)
WTT Star Contender São José dos Campos 2026,2026-07-24,AKAE Kaho,LEE Hoi Man,3,0,"11,11,11|9,2,2",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,AKAE Kaho (JPN),LEE Hoi Man (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-24,ODO Satsuki,STRASSBURGER Victoria,3,1,"11,11,7,11|3,6,11,7",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,ODO Satsuki (JPN),STRASSBURGER Victoria (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,NAGASAKI Miyu,TAKAHASHI Giulia,3,1,"8,11,11,11|11,7,2,5",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,NAGASAKI Miyu (JPN),TAKAHASHI Giulia (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,ZHANG Mo,RIOS Valentina,3,0,"11,11,12|8,5,10",R32,WTT_STAR_CONTENDER,WS,3244,Main Draw,ZHANG Mo (CAN),RIOS Valentina (CHI)
WTT Star Contender São José dos Campos 2026,2026-07-24,DE NODREST Leo/ROLLAND Jules,LAM Siu Hang/YIU Kwan To,3,1,"12,8,11,12|10,11,6,10",QuarterFinal,WTT_STAR_CONTENDER,MD,3244,Main Draw,DE NODREST Leo/ROLLAND Jules (FRA),LAM Siu Hang/YIU Kwan To (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-24,PUCAR Tomislav,KARLSSON Mattias,3,1,"11,13,6,11|8,11,11,8",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,PUCAR Tomislav (CRO),KARLSSON Mattias (SWE)
WTT Star Contender São José dos Campos 2026,2026-07-24,AN Jaehyun,YOSHIYAMA Ryoichi,3,2,"11,5,9,12,11|9,11,11,10,4",R32,WTT_STAR_CONTENDER,MS,3244,Main Draw,AN Jaehyun (KOR),YOSHIYAMA Ryoichi (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-24,WONG Chun Ting/CHAN Baldwin,JORGIC Darko/KOZUL Deni,3,2,"10,6,11,11,11|12,11,5,7,6",QuarterFinal,WTT_STAR_CONTENDER,MD,3244,Main Draw,WONG Chun Ting/CHAN Baldwin (HKG),JORGIC Darko/KOZUL Deni (SLO)
WTT Star Contender São José dos Campos 2026,2026-07-24,SATO Hitomi/SHIBATA Saki,VEGA Paulina/ORTEGA Daniela,3,0,"11,11,11|8,6,2",QuarterFinal,WTT_STAR_CONTENDER,WD,3244,Main Draw,SATO Hitomi/SHIBATA Saki (JPN),VEGA Paulina/ORTEGA Daniela (CHI)
WTT Star Contender São José dos Campos 2026,2026-07-24,YOKOI Sakura/AOKI Sachi,COSSIO Arantxa/BERGAND Filippa,3,0,"11,11,11|5,2,3",QuarterFinal,WTT_STAR_CONTENDER,WD,3244,Main Draw,YOKOI Sakura/AOKI Sachi (JPN),COSSIO Arantxa/BERGAND Filippa (MEX/SWE)
WTT Star Contender São José dos Campos 2026,2026-07-24,BERTELSMEIER Andre/VERDONSCHOT Wim,IIZUKA Leonardo/TEODORO Guilherme,3,2,"5,11,11,8,11|11,9,6,11,9",QuarterFinal,WTT_STAR_CONTENDER,MD,3244,Main Draw,BERTELSMEIER Andre/VERDONSCHOT Wim (GER),IIZUKA Leonardo/TEODORO Guilherme (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,DOO Hoi Kem/NG Wing Lam,STRASSBURGER Victoria/KANASHIRO Beatriz,3,1,"11,7,15,11|7,11,13,7",QuarterFinal,WTT_STAR_CONTENDER,WD,3244,Main Draw,DOO Hoi Kem/NG Wing Lam (HKG),STRASSBURGER Victoria/KANASHIRO Beatriz (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-24,SEYFRIED Joe/PICARD Vincent,BURGOS Nicolas/GOMEZ Gustavo,3,2,"11,10,9,11,11|2,12,11,8,4",QuarterFinal,WTT_STAR_CONTENDER,MD,3244,Main Draw,SEYFRIED Joe/PICARD Vincent (FRA),BURGOS Nicolas/GOMEZ Gustavo (CHI)
WTT Star Contender São José dos Campos 2026,2026-07-24,HAYATA Hina/AKAE Kaho,KUKULKOVA Tatiana/ABRAAMIAN Elizabet,3,1,"7,11,11,11|11,7,7,2",QuarterFinal,WTT_STAR_CONTENDER,WD,3244,Main Draw,HAYATA Hina/AKAE Kaho (JPN),KUKULKOVA Tatiana/ABRAAMIAN Elizabet (SVK/AIN)
WTT Star Contender São José dos Campos 2026,2026-07-25,WONG Chun Ting/CHAN Baldwin,SEYFRIED Joe/PICARD Vincent,3,2,"11,11,7,14,11|5,13,11,12,9",Final,WTT_STAR_CONTENDER,MD,3244,Main Draw,WONG Chun Ting/CHAN Baldwin (HKG),SEYFRIED Joe/PICARD Vincent (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-25,HAYATA Hina/AKAE Kaho,DOO Hoi Kem/NG Wing Lam,3,0,"11,11,11|8,9,2",Final,WTT_STAR_CONTENDER,WD,3244,Main Draw,HAYATA Hina/AKAE Kaho (JPN),DOO Hoi Kem/NG Wing Lam (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-25,CALDERANO Hugo,OH Junsung,3,0,"11,11,11|9,6,4",QuarterFinal,WTT_STAR_CONTENDER,MS,3244,Main Draw,CALDERANO Hugo (BRA),OH Junsung (KOR)
WTT Star Contender São José dos Campos 2026,2026-07-25,UDA Yukiya,JORGIC Darko,3,0,"11,11,11|4,7,6",QuarterFinal,WTT_STAR_CONTENDER,MS,3244,Main Draw,UDA Yukiya (JPN),JORGIC Darko (SLO)
WTT Star Contender São José dos Campos 2026,2026-07-25,LEBRUN Alexis,FRANZISKA Patrick,3,1,"11,8,11,12|5,11,7,10",QuarterFinal,WTT_STAR_CONTENDER,MS,3244,Main Draw,LEBRUN Alexis (FRA),FRANZISKA Patrick (GER)
WTT Star Contender São José dos Campos 2026,2026-07-25,NAGASAKI Miyu,ODO Satsuki,3,0,"11,11,11|4,8,5",QuarterFinal,WTT_STAR_CONTENDER,WS,3244,Main Draw,NAGASAKI Miyu (JPN),ODO Satsuki (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-25,SATO Hitomi,YOKOI Sakura,3,1,"11,9,11,11|6,11,9,8",QuarterFinal,WTT_STAR_CONTENDER,WS,3244,Main Draw,SATO Hitomi (JPN),YOKOI Sakura (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-25,AN Jaehyun,TOGAMI Shunsuke,3,1,"11,10,11,13|5,12,7,11",QuarterFinal,WTT_STAR_CONTENDER,MS,3244,Main Draw,AN Jaehyun (KOR),TOGAMI Shunsuke (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-25,HASHIMOTO Honoka,AKAE Kaho,3,1,"11,9,11,12|8,11,4,10",QuarterFinal,WTT_STAR_CONTENDER,WS,3244,Main Draw,HASHIMOTO Honoka (JPN),AKAE Kaho (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-25,HAYATA Hina,MITTELHAM Nina,3,1,"11,11,11,11|4,9,13,2",QuarterFinal,WTT_STAR_CONTENDER,WS,3244,Main Draw,HAYATA Hina (JPN),MITTELHAM Nina (GER)
WTT Star Contender São José dos Campos 2026,2026-07-25,CALDERANO Hugo/TAKAHASHI Bruna,YIU Kwan To/NG Wing Lam,3,1,"11,11,10,11|1,7,12,9",SemiFinal,WTT_STAR_CONTENDER,XD,3244,Main Draw,CALDERANO Hugo/TAKAHASHI Bruna (BRA),YIU Kwan To/NG Wing Lam (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-25,OH Junsung,DUDA Benedikt,3,2,"15,7,11,9,11|13,11,5,11,8",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,OH Junsung (KOR),DUDA Benedikt (GER)
WTT Star Contender São José dos Campos 2026,2026-07-25,TOGAMI Shunsuke/ODO Satsuki,WONG Chun Ting/DOO Hoi Kem,3,1,"11,11,9,11|7,5,11,8",SemiFinal,WTT_STAR_CONTENDER,XD,3244,Main Draw,TOGAMI Shunsuke/ODO Satsuki (JPN),WONG Chun Ting/DOO Hoi Kem (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-25,NAGASAKI Miyu,ZHANG Lily,3,2,"11,5,12,11,11|1,11,14,6,5",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,NAGASAKI Miyu (JPN),ZHANG Lily (USA)
WTT Star Contender São José dos Campos 2026,2026-07-25,LEBRUN Alexis,FENG Yi-Hsin,3,1,"10,11,11,11|12,4,7,7",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,LEBRUN Alexis (FRA),FENG Yi-Hsin (TPE)
WTT Star Contender São José dos Campos 2026,2026-07-25,UDA Yukiya,SHINOZUKA Hiroto,3,0,"11,11,11|7,1,6",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,UDA Yukiya (JPN),SHINOZUKA Hiroto (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-25,CALDERANO Hugo,PUCAR Tomislav,3,1,"11,11,4,11|9,5,11,6",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,CALDERANO Hugo (BRA),PUCAR Tomislav (CRO)
WTT Star Contender São José dos Campos 2026,2026-07-25,HASHIMOTO Honoka,ZHANG Mo,3,1,"10,11,11,11|12,2,3,4",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,HASHIMOTO Honoka (JPN),ZHANG Mo (CAN)
WTT Star Contender São José dos Campos 2026,2026-07-25,AN Jaehyun,JHA Kanak,3,1,"6,11,13,11|11,6,11,9",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,AN Jaehyun (KOR),JHA Kanak (USA)
WTT Star Contender São José dos Campos 2026,2026-07-25,SATO Hitomi,AKULA Sreeja,3,0,"11,11,11|2,6,8",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,SATO Hitomi (JPN),AKULA Sreeja (IND)
WTT Star Contender São José dos Campos 2026,2026-07-25,MITTELHAM Nina,TAKAHASHI Bruna,3,2,"7,11,11,4,11|11,8,9,11,8",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,MITTELHAM Nina (GER),TAKAHASHI Bruna (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-25,FRANZISKA Patrick,PORET Thibault,3,1,"8,12,11,11|11,10,7,9",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,FRANZISKA Patrick (GER),PORET Thibault (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-25,TOGAMI Shunsuke,WONG Chun Ting,3,1,"11,9,11,11|2,11,6,6",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,TOGAMI Shunsuke (JPN),WONG Chun Ting (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-25,YOKOI Sakura,DOO Hoi Kem,3,0,"11,11,11|4,7,8",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,YOKOI Sakura (JPN),DOO Hoi Kem (HKG)
WTT Star Contender São José dos Campos 2026,2026-07-25,HAYATA Hina,ABRAAMIAN Elizabet,3,0,"11,12,11|6,10,7",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,HAYATA Hina (JPN),ABRAAMIAN Elizabet (AIN)
WTT Star Contender São José dos Campos 2026,2026-07-25,AKAE Kaho,SHIBATA Saki,3,0,"11,13,11|4,11,4",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,AKAE Kaho (JPN),SHIBATA Saki (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-25,ODO Satsuki,HUANG Yu-Jie,3,1,"7,11,11,11|11,7,7,6",R16,WTT_STAR_CONTENDER,WS,3244,Main Draw,ODO Satsuki (JPN),HUANG Yu-Jie (TPE)
WTT Star Contender São José dos Campos 2026,2026-07-25,JORGIC Darko,JARVIS Tom,3,0,"11,11,11|7,6,5",R16,WTT_STAR_CONTENDER,MS,3244,Main Draw,JORGIC Darko (SLO),JARVIS Tom (ENG)
WTT Star Contender São José dos Campos 2026,2026-07-26,CALDERANO Hugo,LEBRUN Alexis,4,3,"11,3,11,13,4,8,11|9,11,6,11,11,11,9",Final,WTT_STAR_CONTENDER,MS,3244,Main Draw,CALDERANO Hugo (BRA),LEBRUN Alexis (FRA)
WTT Star Contender São José dos Campos 2026,2026-07-26,HAYATA Hina,SATO Hitomi,4,2,"8,11,4,11,11,11|11,7,11,9,7,8",Final,WTT_STAR_CONTENDER,WS,3244,Main Draw,HAYATA Hina (JPN),SATO Hitomi (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-26,TOGAMI Shunsuke/ODO Satsuki,CALDERANO Hugo/TAKAHASHI Bruna,3,1,"11,9,11,12|7,11,1,10",Final,WTT_STAR_CONTENDER,XD,3244,Main Draw,TOGAMI Shunsuke/ODO Satsuki (JPN),CALDERANO Hugo/TAKAHASHI Bruna (BRA)
WTT Star Contender São José dos Campos 2026,2026-07-26,LEBRUN Alexis,AN Jaehyun,3,0,"14,11,11|12,5,5",SemiFinal,WTT_STAR_CONTENDER,MS,3244,Main Draw,LEBRUN Alexis (FRA),AN Jaehyun (KOR)
WTT Star Contender São José dos Campos 2026,2026-07-26,SATO Hitomi,NAGASAKI Miyu,3,0,"11,11,11|9,6,7",SemiFinal,WTT_STAR_CONTENDER,WS,3244,Main Draw,SATO Hitomi (JPN),NAGASAKI Miyu (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-26,CALDERANO Hugo,UDA Yukiya,3,2,"11,15,12,21,11|5,17,14,19,8",SemiFinal,WTT_STAR_CONTENDER,MS,3244,Main Draw,CALDERANO Hugo (BRA),UDA Yukiya (JPN)
WTT Star Contender São José dos Campos 2026,2026-07-26,HAYATA Hina,HASHIMOTO Honoka,3,2,"11,9,11,11,11|13,11,4,7,7",SemiFinal,WTT_STAR_CONTENDER,WS,3244,Main Draw,HAYATA Hina (JPN),HASHIMOTO Honoka (JPN)
